city;year;gdp_per;gdp_growth;private_inv;pub_inv;export;import;violence;HDI;educ_superior;primary_enrolls;density_pop;value_add;agriculture_add;industry_add;services_add;eletricity;tax_revenue;hosp_rooms;hosp_rooms_per;jobs;jobs_revenue;population;urban_pop;rural_pop;olding;urbing;fundamental
Adamantina;2000;;;;;;;0;0,721;10,83;;81,32;;;;;;51901866;;;5338;547,8;33484;30356;3128;60,91;90,66;
Adamantina;2001;;;;;;;293;;;;81,54;;;;;42665;55946273;;;5418;602,97;33577;30475;3102;64,06;90,76;544
Adamantina;2002;8355,5;;;;;;326;;;;81,68;256900,96;24321,94;46484,02;186095,01;44590;92813462;;;6006;654,7;33636;30635;3001;67,36;91,08;591
Adamantina;2003;9936,93;0,19071828;;;7509556;;289;;;;81,78;305016,63;25213,83;55096,86;224705,94;47876;88043616;;;6223;709,64;33677;30796;2881;70,87;91,45;677
Adamantina;2004;9983,64;0,005834523;;;6864268;;433;;;;81,88;308021,43;22635,92;66538,76;218846,75;49496;...;;;6751;762,66;33715;30958;2757;74,62;91,82;594
Adamantina;2005;11264,43;0,129927981;;;42493060;1218682;395;;;;82;350151,75;24234,87;76271,38;249645,5;52261;93179436;;;6806;769,85;33764;31120;2644;78,58;92,17;474
Adamantina;2006;13247,35;0,176731063;;;81851232;3702790;318;;;;82,04;410262,9;26498,74;98155,69;285608,47;54593;103499043;;;7323;893,81;33784;31283;2501;82,71;92,6;
Adamantina;2007;15142,82;0,143319222;;;77217655;3458584;346;;;92,32;82,06;471744,6;35072,56;106312,8;330359,25;58208;114133521;;;7577;982,65;33791;31447;2344;87,15;93,06;449
Adamantina;2008;15426,13;0,018407928;;;48685783;3622520;408;;;94,19;82,04;475490,81;28683,93;97580,57;349226,31;59712;...;308;9,12;8959;1081,41;33781;31612;2169;91,87;93,58;449
Adamantina;2009;17195,4;0,114165047;;;63343890;1331161;309;;;96,32;82;533033,77;42663,62;93946,66;396423,49;62581;77463032;308;9,12;8928;1113,15;33765;31778;1987;96,83;94,12;500
Adamantina;2010;18911,36;0,10073643;;;58553226;87244;250;0,79;16,49;96,55;82,15;585814,65;33606,84;113294,52;438913,29;63642;108845218;308;9,11;8779;1205,73;33794;31945;1849;101,94;94,53;514
Adamantina;2011;20220,91;0,069784654;;;47534935;106552;271;;;99,1;82,19;626642,63;31928,01;124683,96;470030,66;65077;114846746;308;9,11;8925;1292,96;33811;32047;1764;105,72;94,78;503
Adamantina;2012;21984,27;0,087751449;;315225;33146570;12467;270;;;101,41;82,23;680841,59;38489,91;114027,86;528323,83;69445;;300;8,87;9045;1413,58;33828;32143;1685;109,54;95,02;457
Adamantina;2013;24097,48;0,096674671;;696535,15;29152328;239286;301;;;101,16;82,27;750130,73;42724,45;109703,21;597703,08;68771;;284;8,39;8936;1600,4;33845;32233;1612;113,53;95,24;476
Adamantina;2014;26078,06;0,082733827;;;25100047;474189;279;;;102,33;82,31;814490,45;36724,23;110920,78;666845,43;70545;;279;8,24;9312;1717,02;33862;32318;1544;117,55;95,44;
Adamantina;2015;;;;;22129459;182411;270;;;102,44;82,23;;;;;69599;;279;8,24;9477;1828,78;33879;32398;1481;121,71;95,63;
Adamantina;2016;;;;;;;0;;;106,37;82,24;;;;;;;279;8,23;;;33882;32460;1422;125,52;95,8;
Adolfo;2000;;;;;;;0;0,667;3,26;;17,45;;;;;;14573297;;;387;524,58;3680;3068;612;46,73;83,37;
Adolfo;2001;;;;;;;21;;;;17,48;;;;;7129;14625461;;;398;521,61;3685;3071;614;49,17;83,34;51
Adolfo;2002;7419,09;;;;;;31;;;;17,43;26302,67;11076,93;2523,11;12702,63;9279;14207455;;;682;687,84;3674;3085;589;52,46;83,97;48
Adolfo;2003;8011,58;0,077509784;;;;;30;;;;17,39;28386,17;12412,16;2469,83;13504,18;8468;11188395;;;690;564,22;3666;3099;567;55,48;84,53;49
Adolfo;2004;9696,65;0,206697478;;;;;14;;;;17,34;34435,09;16197,2;3887,16;14350,73;9690;11755122;;;723;634,2;3655;3113;542;58,4;85,17;58
Adolfo;2005;9543,57;-0,018749333;;;;;46;;;;17,28;33869,66;13738;4333,61;15798,04;10563;12672941;;;708;706,27;3644;3127;517;61,61;85,81;48
Adolfo;2006;12515,14;0,310649986;;;;;53;;;;17,27;44269,23;19759,41;5462,29;19047,53;10938;14159916;;;796;765,76;3642;3141;501;65,51;86,24;
Adolfo;2007;15279,09;0,216490025;;;;;42;;;89,09;17,21;53022,96;20875,17;8199,24;23948,55;11077;18296283;;;815;824,98;3629;3155;474;69,04;86,94;46
Adolfo;2008;16319,13;0,060711685;;;;;57;;;90,06;17,09;56478,13;22852,33;7985,73;25640,07;11273;20183350;;;833;895,99;3604;3170;434;73,73;87,96;52
Adolfo;2009;18425,59;0,121873753;;;;;65;;;95,25;16,98;64170,5;25966,48;10433,17;27770,86;6933;17746097;;;794;1019,71;3581;3185;396;77,2;88,94;41
Adolfo;2010;17161,09;-0,074609545;;;;;47;0,73;6,82;101,81;16,86;59836,16;28372,95;4663,7;26799,51;12381;20076359;;;761;1215,67;3558;3201;357;82,97;89,97;43
Adolfo;2011;19287,84;0,120453691;;;;3500;34;;;102,1;16,8;66731,05;31223,15;5499,58;30008,32;9966;18448898;;;766;1361,65;3547;3205;342;87,59;90,36;52
Adolfo;2012;15049,58;-0,222376869;;;;;42;;;108,43;16,75;51574,94;16181,21;4353,18;31040,55;10605;;;;777;1368,77;3535;3206;329;92,52;90,69;49
Adolfo;2013;20871,22;0,382122497;2,4;408000;;3500;48;;;107,65;16,69;71968,31;29340,11;5430,26;37197,94;10215;;;;816;1625,53;3523;3206;317;97,44;91;39
Adolfo;2014;22612,23;0,080034093;;;;;42;;;116,84;16,64;77638,15;28906,07;5962,2;42769,88;12805;;;;870;1679,83;3512;3206;306;103,29;91,29;
Adolfo;2015;;;;;;;48;;;111,02;16,59;;;;;9302;;;;815;1845,95;3501;3205;296;109,31;91,55;
Adolfo;2016;;;;;;;0;;;111,35;16,54;;;;;;;;;;;3490;3203;287;115,42;91,78;
Aguaí;2000;;;;;;;0;0,642;5,57;;59,46;;;;;;45798292;;;4178;502,88;28145;24664;3481;37,09;87,63;
Aguaí;2001;;;;;;;752;;;;60,39;;;;;54318;43074308;;;4238;525,12;28586;25020;3566;38,34;87,53;278
Aguaí;2002;8339,49;;;;;;616;;;;61,25;226548,59;54743,79;67511,44;104293,36;54793;45515457;;;4164;551,67;28995;25431;3564;39,62;87,71;295
Aguaí;2003;9480,05;0,15291856;;;;;443;;;;62,12;259878,08;55190,11;86126,23;118561,74;57283;40382562;;;4044;620,59;29407;25848;3559;40,95;87,9;265
Aguaí;2004;12874,77;0,37614899;;;;65906;196;;;;62,95;362399,94;119013,36;100986,54;142400,04;56886;...;;;4530;686,89;29798;26272;3526;42,4;88,17;291
Aguaí;2005;12373,2;-0,02650846;;;68820;74168;394;;;;63,76;350968,73;77701,54;120423,96;152843,23;62507;48641493;;;4801;728,23;30184;26703;3481;43,84;88,47;230
Aguaí;2006;15098,34;0,236981872;;;;212934;779;;;;64,64;437159,48;139999,88;128583,2;168576,4;66542;54846456;;;5200;840,42;30598;27141;3457;45,34;88,7;
Aguaí;2007;19373,58;0,299766303;;;;167476;733;;;90,2;65,48;571203,14;214835,74;159252,39;197115;73498;58869974;;;5577;894,27;30994;27587;3407;46,93;89,01;181
Aguaí;2008;16769,75;-0,123983625;;;3677;423570;602;;;90,44;66,26;490564,62;121371,57;165819,14;203373,92;78605;62033996;76;2,42;5716;987,71;31367;28040;3327;48,57;89,39;234
Aguaí;2009;15007,58;-0,094723583;;;;82405;629;;;95,49;67,03;443994,28;74877,09;143115,75;226001,44;76519;64866404;76;2,4;6002;1079,2;31730;28500;3230;50,34;89,82;219
Aguaí;2010;17101,33;0,153267019;;;3506065;197699;635;0,715;7,65;98,23;67,64;511074,09;99674,14;169115,23;242284,72;84340;71498830;76;2,37;6126;1167,63;32113;28969;3144;52,07;90,21;245
Aguaí;2011;17671,94;0,044661341;;;16325695;435956;568;;;97,5;68,38;531873,01;86505,05;178921,67;266446,28;82709;76340844;76;2,34;6156;1236,25;32464;29359;3105;53,99;90,44;249
Aguaí;2012;17312,31;-0,009607569;;;764;1336268;542;;;98,63;69,13;524488,46;54781,62;173550,76;296156,07;81793;;76;2,32;6107;1383,24;32820;29752;3068;56,08;90,65;252
Aguaí;2013;19918,32;0,163114125;;140850;;311038;495;;;97,65;69,89;611163,92;69376,57;198976,81;342810,54;83845;;;;6289;1634,36;33179;30148;3031;58,22;90,86;242
Aguaí;2014;22278,88;0,13074954;;;;13676865;568;;;96,84;70,65;682504,59;76119,1;223897,96;382487,53;85848;;;;6612;1775,76;33542;30548;2994;60,46;91,07;
Aguaí;2015;;;;;;22979761;492;;;96,18;71,46;;;;;83023;;;;7726;1824,37;33909;30950;2959;62,86;91,27;
Aguaí;2016;;;;;;;0;;;94,78;72,16;;;;;;;10;0,29;;;34242;31322;2920;64,92;91,47;
Águas da Prata;2000;;;;;;;0;0,692;10,34;;49,98;;;;;;20077670;;;740;529,8;7127;6072;1055;65,57;85,2;
Águas da Prata;2001;;;;;;;52;;;;50,34;;;;;10525;19345563;;;747;597,82;7178;6099;1079;68,29;84,97;75
Águas da Prata;2002;4841,75;;;;;;39;;;;50,7;32566,21;3910,16;3621,09;25034,96;10170;20733471;;;708;610,91;7229;6170;1059;71,7;85,35;79
Águas da Prata;2003;5058,86;0,050622796;;;;;58;;;;50,98;34375,15;4287,25;3966,31;26121,59;10317;...;;;697;743,34;7269;6242;1027;74,64;85,87;93
Águas da Prata;2004;5621,99;0,115596603;;;;;45;;;;51,17;38614,41;4270,46;4680,15;29663,8;10401;15166057;;;705;700,43;7297;6314;983;78;86,53;68
Águas da Prata;2005;5189,19;-0,072809376;;;10282;;31;;;;51,41;36238,5;4216,08;5027,37;26995,06;10498;...;;;738;774,98;7330;6387;943;81,6;87,14;69
Águas da Prata;2006;6119,6;0,185732287;;;;;46;;;;51,69;42761,94;4509,96;7545,94;30706,03;10621;17661939;;;792;819,44;7370;6461;909;85,37;87,67;
Águas da Prata;2007;7623,34;0,254007576;;;;;44;;;87,21;52,03;53685,21;4762,96;11128,39;37793,86;10927;19037838;;;802;848,55;7419;6536;883;89,13;88,1;74
Águas da Prata;2008;8044,85;0,063826657;;;;;62;;;83,73;52,45;56400,53;4022,28;7444,41;44933,84;11453;19875304;;;829;944,22;7479;6612;867;93,41;88,41;81
Águas da Prata;2009;10666,57;0,335638844;;;;;41;;;90,38;52,84;75309,47;6026,32;9769,48;59513,67;12471;22082020;;;861;1071,76;7534;6689;845;97,64;88,78;71
Águas da Prata;2010;12792,14;0,20659623;;;;;40;0,781;13,14;85,53;53,02;90808,66;3661,88;16864,25;70282,53;13347;26468692;;;922;1167,33;7580;6767;813;102,71;89,27;61
Águas da Prata;2011;11738,57;-0,079455718;;3464887,6;;;43;;;84,06;53,19;84908,52;10276,31;16159;58473,21;13706;29084734;;;937;1386,91;7604;6815;789;106,48;89,62;51
Águas da Prata;2012;13262,97;0,133428755;;;;;68;;;82,93;53,36;96079,4;11048,84;16703,59;68326,97;13801;;;;948;1499,38;7628;6861;767;110,73;89,94;59
Águas da Prata;2013;14559,93;0,101242434;;;;;34;;;84,21;53,53;105998,06;9284,7;17658,91;79054,45;14130;;;;956;1674,54;7652;6907;745;114,88;90,26;46
Águas da Prata;2014;15815,43;0,089636345;;;;;55;;;84,46;53,69;115272,61;11326,71;17651,22;86294,69;14642;;;;959;1822,68;7676;6952;724;119,29;90,57;
Águas da Prata;2015;;;;;;72446;75;;;82,12;54,01;;;;;15892;;;;995;1812,71;7700;6996;704;123,67;90,86;
Águas da Prata;2016;;;;;;;0;;;83,14;54,15;;;;;;;;;;;7720;7036;684;127,99;91,14;
Águas de Lindóia;2000;;;;;;;0;0,695;6,45;;269,08;;;;;;37129137;;;3077;488;16145;15420;725;48,09;95,51;
Águas de Lindóia;2001;;;;;;;350;;;;271,07;;;;;31508;37105546;;;3364;527,98;16264;15580;684;50,46;95,79;144
Águas de Lindóia;2002;6995;;;;;;274;;;;272,8;106491,5;2323,8;9945,34;94222,36;31450;47015016;;;3575;578,87;16368;15742;626;52,74;96,18;153
Águas de Lindóia;2003;7418,74;0,06660423;;;1701;;315;;;;274,35;113157,59;2789,54;10787,27;99580,78;33494;42708261;;;3367;641,31;16461;15906;555;55,17;96,63;197
Águas de Lindóia;2004;7488;0,015345332;;;;337831;251;;;;275,98;114818,12;2789,24;10778,99;101249,89;34727;...;;;3657;649,75;16559;16072;487;57,77;97,06;171
Águas de Lindóia;2005;8306,12;0,118567906;;;;237726;260;;;;278,3;128162,07;3041,97;12132,99;112987,11;35671;...;;;3501;724,45;16698;16239;459;60,44;97,25;187
Águas de Lindóia;2006;9494,84;0,15413597;;;21032;471812;354;;;;280,98;148227,75;3102,44;13296,15;131829,17;36559;...;;;3758;778,52;16859;16408;451;63,36;97,32;
Águas de Lindóia;2007;9733,23;0,032403864;;;36770;585111;292;;;96,79;282,98;153426,97;4630,21;10904,48;137892,28;37299;50196145;;;3671;889,62;16979;16579;400;66,45;97,64;119
Águas de Lindóia;2008;10341,93;0,06954729;;;47854;778058;249;;;102,65;284,85;164746,41;2331,47;13147,05;149267,89;38707;54847184;42;2,46;4226;913,48;17091;16752;339;69,62;98,02;82
Águas de Lindóia;2009;11578,61;0,125736844;;;46605;901639;263;;;102,73;286,42;185406,28;3442,1;11597,17;170367,01;41046;53642047;42;2,44;4497;1054,16;17185;16926;259;72,98;98,49;103
Águas de Lindóia;2010;13541,41;0,174419334;;;71103;971277;254;0,745;10,74;101,62;286,99;218343,06;3828,32;13473,98;201040,76;43806;55462637;42;2,43;4536;1074,23;17257;17102;155;76,67;99,1;134
Águas de Lindóia;2011;15401,67;0,145086991;;;199315;1402495;282;;;104,27;288,94;249497,94;4464,5;21355,49;223677,95;45225;61644292;42;2,42;4688;1212,4;17374;17218;156;78,61;99,1;119
Águas de Lindóia;2012;15975,32;0,044350208;;;462665;1392473;329;;;104,8;290,92;259761,42;4324,77;22206,21;233230,44;46082;;42;2,4;4718;1305,76;17493;17336;157;80,54;99,1;128
Águas de Lindóia;2013;19977,22;0,258869574;;619445;178037;1966779;257;;;105,52;292,87;329839,01;3943,8;25620,14;300275,08;47799;;42;2,39;4663;1468,63;17610;17452;158;82,49;99,1;121
Águas de Lindóia;2014;20611,85;0,038857083;;;205826;1631404;268;;;108,33;294,88;342407,37;5762,02;30375,04;306270,31;49331;;42;2,37;4802;1604,19;17731;17572;159;84,17;99,1;
Águas de Lindóia;2015;;;;;152256;1685520;161;;;102,77;296,87;;;;;47394;;42;2,35;5019;1732,78;17851;17691;160;85,99;99,1;
Águas de Lindóia;2016;;;;;;;0;;;100,53;298,59;;;;;;;42;2,34;;;17954;17793;161;87,51;99,1;
Águas de Santa Bárbara;2000;;;;;;;0;0,668;8,43;;12,75;;;;;;22977261;;;875;503,25;5210;3868;1342;41,84;74,24;
Águas de Santa Bárbara;2001;;;;;;;56;;;;12,86;;;;;11306;21788744;;;943;499,7;5252;3898;1354;43,55;74,22;51
Águas de Santa Bárbara;2002;8442,19;;;;;;26;;;;12,99;43164,36;16190,33;4010,76;22963,28;12257;22741219;;;888;543,98;5308;3936;1372;45,93;74,15;55
Águas de Santa Bárbara;2003;8188,52;-0,020545333;;;;;46;;;;13,12;41990,47;14718,12;3777,1;23495,25;13773;17770467;;;981;583,11;5360;3975;1385;47,61;74,16;65
Águas de Santa Bárbara;2004;9052,05;0,112673839;;;;;44;;;;13,21;46336,15;17148,86;5109,58;24077,72;14056;18427920;;;962;615,91;5395;4014;1381;49,64;74,4;84
Águas de Santa Bárbara;2005;8979,52;-0,00194468;;;;;65;;;;13,29;46334,26;16216,47;4235,12;25882,67;13782;18945016;;;932;705,04;5428;4053;1375;51,92;74,67;81
Águas de Santa Bárbara;2006;10756,15;0,205356372;;;;;51;;;;13,37;55636,78;19742,36;5262,24;30632,19;14508;25072712;;;1028;797,57;5462;4093;1369;54,26;74,94;
Águas de Santa Bárbara;2007;11355,3;0,064594646;;;;16500;26;;;93,6;13,48;58703,87;17073,08;7427,77;34203,02;16045;25771905;;;1068;868,42;5508;4133;1375;56,88;75,04;59
Águas de Santa Bárbara;2008;11728,42;0,041108955;;;;;31;;;101,76;13,59;61025,79;16265,81;6380;38379,99;11783;25719612;;;1162;921,77;5552;4174;1378;59,53;75,18;58
Águas de Santa Bárbara;2009;19103,65;0,635289053;;;;;35;;;101,19;13,65;102071,85;42387,54;11765,19;47919,12;13385;24758640;;;1348;1053,04;5574;4215;1359;62,53;75,62;51
Águas de Santa Bárbara;2010;23625,37;0,242018783;;;;;40;0,757;12,5;99,52;13,82;123308,18;42438,01;17847,11;63023,06;16476;30351211;;;1224;1224,01;5598;4257;1341;66,22;76,05;62
Águas de Santa Bárbara;2011;24703,9;0,052002033;;;;;43;;;95,53;13,91;127128,55;32723,93;22817,34;71587,28;17999;27608567;;;1555;1296,25;5632;4292;1340;69;76,21;58
Águas de Santa Bárbara;2012;16874,25;-0,312937502;;;;10292;48;;;98,3;13,99;89552,72;16918,62;8214,4;64419,7;15797;;;;1336;1555,35;5665;4327;1338;72,79;76,38;49
Águas de Santa Bárbara;2013;20022,3;0,193890281;;;;176870;47;;;98,37;14,08;108345,76;24728,53;9673,51;73943,72;15588;;;;1287;1656,97;5700;4364;1336;76,37;76,56;64
Águas de Santa Bárbara;2014;22082,55;0,109476452;;;;343140;49;;;102,27;14,16;119156,42;27002,67;10265,77;81887,98;17620;;;;1534;1843,33;5734;4400;1334;80,26;76,74;
Águas de Santa Bárbara;2015;;;;;;276813;45;;;110,04;14,25;;;;;17430;;;;1654;1775,08;5769;4437;1332;84,58;76,91;
Águas de Santa Bárbara;2016;;;;;;;0;;;109,79;14,33;;;;;;;;;;;5801;4471;1330;87,04;77,07;
Águas de São Pedro;2000;;;;;;;0;0,791;17,95;;516,76;;;;;;23956826;;;904;630,48;1881;1881;;110,92;100;
Águas de São Pedro;2001;;;;;;;67;;;;540,66;;;;;11639;18952833;;;952;696,49;1968;1968;;117,28;100;59
Águas de São Pedro;2002;18446,79;;;;;;56;;;;562,91;36078,04;;4291,08;31786,95;11391;...;;;991;722,71;2049;2049;;120,49;100;86
Águas de São Pedro;2003;18310,17;0,03134813;;;;;60;;;;584,89;36986,43;;3403,04;33583,39;11467;15237372;;;956;782,13;2129;2129;;123,61;100;79
Águas de São Pedro;2004;19019,97;0,078774625;;;;;78;;;;607,42;39812,17;;4381,35;35430,82;12366;15460044;;;1002;874,8;2211;2211;;128,65;100;98
Águas de São Pedro;2005;20227,62;0,10004977;;;;;67;;;;628,3;43974,23;;4746,91;39227,32;12626;16344667;;;984;918,47;2287;2287;;133,25;100;75
Águas de São Pedro;2006;20312,24;0,039309927;;;;;81;;;;650,27;45130,92;;4224,29;40906,63;11759;18390523;;;1667;751,89;2367;2367;;137,25;100;
Águas de São Pedro;2007;20812,87;0,060576034;;;;;78;;;240,15;673,08;47919,63;;3865,82;44053,81;11031;17484276;;;1045;1072,97;2450;2450;;141,56;100;50
Águas de São Pedro;2008;21893,62;0,084988053;;;;;72;;;231,18;694,23;51751,16;;3825,98;47925,18;10987;25831578;;;1117;1074,59;2527;2527;;147,58;100;46
Águas de São Pedro;2009;23831,1;0,125539198;;;;;68;;;221,33;717,86;58413,81;;4272,93;54140,88;11660;19944325;;;1223;1135,03;2613;2613;;154,07;100;26
Águas de São Pedro;2010;25695,28;0,11371164;;;;20478;45;0,854;30,38;200,34;487,18;65559,77;;6470,38;59089,4;11899;24620547;;;1231;1224,83;2699;2699;;158,73;100;54
Águas de São Pedro;2011;26040,57;0,029958947;;;;24501;50;;;220,64;495,13;67340,26;;5481,58;61858,67;12497;25486498;4;1,46;1307;1375,57;2743;2743;;163,18;100;54
Águas de São Pedro;2012;29369,88;0,146354009;;;;66849;78;;;218,01;503,25;77651,18;;5439,16;72212,02;12879;;4;1,43;1216;1573,51;2788;2788;;166,19;100;58
Águas de São Pedro;2013;34159,91;0,182283479;;659000;;69149;53;;;217,62;511,55;92412,85;;7392,22;85020,63;13382;;4;1,41;1366;1660,75;2834;2834;;169,62;100;45
Águas de São Pedro;2014;39515,18;0,17554666;;;;97298;51;;;160;519,86;108522,05;;8530,34;99991,71;14217;;4;1,39;1462;1740,13;2880;2880;;169,45;100;
Águas de São Pedro;2015;;;;;;;43;;;173,75;811,08;;;;;14109;;4;1,37;1268;1886,78;2928;2928;;170,71;100;
Águas de São Pedro;2016;;;;;;;0;;;175,1;821,61;;;;;;;4;1,35;;;2966;2966;;171,19;100;
Agudos;2000;;;;;;;0;0,669;4,95;;33,55;;;;;;71444490;;;5008;786,96;32459;30668;1791;30,2;94,48;
Agudos;2001;;;;;;;689;;;;33,84;;;;;144071;73092962;;;5091;741,79;32740;30877;1863;31,73;94,31;437
Agudos;2002;15261,01;;;;;;574;;;;34,11;375789,99;34052,66;190571,86;151165,47;141964;65382495;;;5230;841,88;33006;31103;1903;33,46;94,23;491
Agudos;2003;18559,57;0,223954535;;;1713942;;680;;;;34,33;489145,61;65540,16;251430,78;172174,68;145261;56532133;;;5146;966,59;33218;31331;1887;35,21;94,32;441
Agudos;2004;17812,75;-0,03529851;;;1000;1491265;481;;;;34,51;462361,18;36954,22;253096,41;172310,56;142928;58503765;;;5359;985,24;33389;31561;1828;37,07;94,53;492
Agudos;2005;22506,79;0,270749247;;;1654317;1280334;432;;;;34,7;583152,82;37759,12;337312,73;208080,97;151371;65562719;;;5892;1012,05;33580;31792;1788;39,03;94,68;466
Agudos;2006;26217,11;0,172276634;;;1015787;1752270;462;;;;34,93;698133,19;71528,01;372717,2;253887,97;164302;71463999;;;5652;1018,28;33794;32025;1769;41,07;94,77;
Agudos;2007;28721,99;0,10209227;;;955966;903721;491;;;95,17;35,13;776620,67;65948,73;425430,54;285241,4;165209;75812739;;;5320;1192,68;33996;32260;1736;43,25;94,89;337
Agudos;2008;27704,17;-0,03030129;;;86848;1916042;490;;;95,87;35,32;746277,16;51630,38;408237,37;286409,4;167096;91872532;65;1,9;5667;1314,49;34177;32497;1680;45,53;95,08;360
Agudos;2009;34228,7;0,241327065;12,4;;618;5459517;469;;;101,4;35,49;946877,89;63060,47;528236,64;355580,78;211533;93937475;65;1,89;6306;1362,49;34338;32735;1603;47,89;95,33;385
Agudos;2010;50317,93;0,477243383;0,5;;288640;32116303;373;0,745;8,09;100,6;35,71;1388301,51;50894,27;868481,56;468925,68;289803;104004851;65;1,88;7628;1323,12;34506;32976;1530;50,43;95,57;410
Agudos;2011;50251,67;0,003661204;;28150000;3521236;24429216;418;;;100,35;35,89;1399428,54;83040,34;832121,44;484266,76;322746;106427677;65;1,87;7654;1461,6;34678;33171;1507;53,1;95,65;359
Agudos;2012;55336,7;0,106684807;;1475000;5549000;29376376;420;;;100,13;36,07;1542054,63;76959,6;905767,14;559327,89;348515;;65;1,87;8306;1554,63;34851;33367;1484;55,96;95,74;407
Agudos;2013;54260,27;-0,014584976;;3649849,93;4782860;39637102;367;;;100,48;36,25;1513256,28;75047,47;833462,59;604746,22;341975;;65;1,86;8660;1709,61;35024;33563;1461;58,92;95,83;369
Agudos;2014;59556,87;0,103099029;;;2378293;52618669;509;;;102,68;36,43;1682486,62;54662,93;931033,17;696790,53;324429;;60;1,7;8305;1874,14;35199;33759;1440;62;95,91;
Agudos;2015;;;;;6292886;33979444;479;;;105,19;36,61;;;;;320348;;60;1,7;8642;2069,58;35374;33955;1419;65,29;95,99;
Agudos;2016;;;48,14;;;;0;;;104,87;36,77;;;;;;;60;1,69;;;35525;34127;1398;67,84;96,06;
Alambari;2000;;;;;;;0;0,572;2,65;;22,91;;;;;;10615424;;;365;606,05;3647;2442;1205;31,95;66,96;
Alambari;2001;;;;;;;38;;;;23,69;;;;;3431;11320555;;;351;561,26;3771;2519;1252;32,85;66,8;40
Alambari;2002;5573,8;;;;;;32;;;;24,51;21136,69;10964,2;1195,69;8976,8;3230;11519825;;;426;536,78;3902;2626;1276;34,73;67,3;30
Alambari;2003;6634,24;0,227470751;;;;;42;;;;25,28;25974,43;14356,82;1251,15;10366,46;3449;8707929;;;426;521,26;4024;2738;1286;36,02;68,04;62
Alambari;2004;7482,94;0,159600617;;;;;39;;;;25,99;30171,96;18258,11;1164,93;10748,92;3714;9306115;;;398;727,62;4137;2854;1283;37,32;68,99;61
Alambari;2005;8430,89;0,159089742;;;;;44;;;;26,74;35177,57;20822,75;1509,3;12845,51;4075;10408292;;;418;856,97;4256;2975;1281;38,78;69,9;69
Alambari;2006;8686,56;0,060586045;;;;;62;;;;27,52;37068;21382,44;2051,87;13633,68;4617;11822000;;;505;798,99;4381;3101;1280;40,27;70,78;
Alambari;2007;10653,94;0,258961577;;361145,04;;;56;;;95,57;28,25;46757,57;28085,36;2453,16;16219,05;5054;12349901;;;497;761,33;4497;3233;1264;42,02;71,89;26
Alambari;2008;10275,97;-0,009096281;;;;;35;;;98,21;29,02;46036,15;22944,06;3780,66;19311,43;5367;15059081;;;600;888,44;4620;3370;1250;43,71;72,94;70
Alambari;2009;11919,5;0,192327411;;;;;42;;;99,49;29,83;55865,79;31312;3166,29;21387,5;5646;13567722;;;559;914,74;4749;3513;1236;45,14;73,97;65
Alambari;2010;12644,21;0,088275178;;;;;62;0,712;4,36;99,12;30,59;59998,41;32097,53;4100,99;23799,9;6031;15416814;;;641;1046,55;4872;3663;1209;46,61;75,18;61
Alambari;2011;12370,98;-0,003535078;;619996,76;;40997;48;;;96,71;31,15;59444,98;28521,8;3920,12;27003,05;6898;16502770;;;751;1230,86;4962;3767;1195;48,8;75,92;65
Alambari;2012;11971,67;-0,014335627;;327750;;36872;35;;;97;31,73;58231,06;23390,59;4322,28;30518,19;7416;;;;642;1203,3;5054;3874;1180;51,68;76,65;54
Alambari;2013;13668,02;0,162931098;;248850;;52079;36;;;97,87;32,32;66518,75;26431,56;4502,53;35584,66;8383;;;;822;1296,25;5148;3982;1166;54,72;77,35;79
Alambari;2014;13437,59;0,001474639;;;;132193;47;;;95,1;32,93;64915,63;20544,58;4723,94;39647,1;8552;;;;871;1508,45;5244;4092;1152;57,72;78,03;
Alambari;2015;;;;;;77715;36;;;99,44;33,46;;;;;8414;;;;862;1560,54;5341;4204;1137;61,08;78,71;
Alambari;2016;;;;;;;0;;;103,68;34;;;;;;;;;;;5426;4307;1119;63,73;79,38;
Alfredo Marcondes;2000;;;;;;;0;0,646;5,36;;30,92;;;;;;9443641;;;235;505,48;3695;2671;1024;64,89;72,29;
Alfredo Marcondes;2001;;;;;;;9;;;;31,17;;;;;3696;9789150;;;258;590,94;3725;2713;1012;68,67;72,83;55
Alfredo Marcondes;2002;3978,6;;;;;;9;;;;31,39;14204,65;3126,17;829,27;10249,21;3879;9238396;;;248;618,72;3751;2768;983;73,25;73,79;37
Alfredo Marcondes;2003;4635,26;0,172190866;;;;;7;;;;31,58;16643,75;3559,49;1791,13;11293,14;4122;...;;;295;669,86;3774;2824;950;77,67;74,83;49
Alfredo Marcondes;2004;5008,27;0,085625714;;;;;9;;;;31,73;18147,55;3199,54;3043,62;11904,38;4195;7365511;;;316;628,39;3792;2882;910;82,2;76;54
Alfredo Marcondes;2005;5450,45;0,093742678;;;;;9;;;;31,89;19870,37;3188,52;3362,57;13319,28;4399;9019531;;;325;724,14;3811;2941;870;87,27;77,17;48
Alfredo Marcondes;2006;6013,8;0,112624659;;;;;11;;;;32,16;21979,79;3494,6;3412,98;15072,21;4512;9628250;;;348;841,67;3843;3001;842;92,52;78,09;
Alfredo Marcondes;2007;6519,38;0,090839663;;;;;14;;;93,51;32,36;23918,02;3820,37;3809,64;16288,02;4822;10163456;;;360;893,71;3867;3062;805;97,96;79,18;40
