city;year;gdp_per;gdp_growth;private_inv;pub_inv;export;import;violence;HDI;educ_superior;primary_enrolls;density_pop;value_add;agriculture_add;industry_add;services_add;eletricity;tax_revenue;hosp_rooms;hosp_rooms_per;jobs;jobs_revenue;population;urban_pop;rural_pop;olding;urbing;fundamental
Salto;2013;46282,94;0,144630631;2;3402219,5;103073058;164830021;1441;;;105,52;814,2;4167431,66;14627,52;1287151,89;2865652,25;639630;;123;1,13;30224;2063,83;108459;107696;763;58,44;99,3;1186
Salto;2014;52014,35;0,134579617;142;;117623407;147786949;1421;;;103,09;821,98;4800619,3;10960,49;1360371,24;3429287,57;632994;;123;1,12;30475;2238,93;109496;108726;770;61,56;99,3;
Salto;2015;;;1,5;;136598242;115533073;1446;;;104,07;830,77;;;;;605022;;123;1,11;30126;2463,51;110542;109765;777;64,83;99,3;
Salto;2016;;;30;;;;0;;;104,34;837,91;;;;;;;125;1,12;;;111492;110708;784;67,88;99,3;
Salto de Pirapora;2000;;;;;;;0;0,63;2,57;;124,74;;;;;;68617964;;;2789;758,17;34965;27300;7665;28,94;78,08;
Salto de Pirapora;2001;;;;;;;471;;;;126,97;;;;;220549;72184112;;;3116;780,6;35590;27651;7939;30,56;77,69;390
Salto de Pirapora;2002;13703,71;;;;;;667;;;;128,98;433828,03;11799,77;265042,16;156986,11;238658;70294940;;;3350;855,31;36153;28047;8106;32,23;77,58;444
Salto de Pirapora;2003;16287,61;0,205321872;;;1381038;;775;;;;130,79;529705,84;10420,13;344164,97;175120,74;229975;...;;;3604;896,57;36663;28449;8214;34,05;77,6;461
Salto de Pirapora;2004;17505,71;0,089268104;;;1504619;92577114;717;;;;132,56;576099,91;9949,98;381479,48;184670,45;223850;69784435;;;3646;991,99;37157;28857;8300;35,91;77,66;542
Salto de Pirapora;2005;14355,98;-0,168802003;;;867075;71859578;661;;;;134,35;480640,91;9791,09;292072,88;178776,94;236347;73157568;;;4119;1099,68;37661;29271;8390;37,9;77,72;406
Salto de Pirapora;2006;15683,06;0,107089244;;;931311;55477522;665;;;;136,16;529727,6;10777,62;307551,16;211398,82;281275;81739698;;;4194;1122,44;38166;29690;8476;39,99;77,79;
Salto de Pirapora;2007;17004,29;0,098592122;;;1287460;83017720;555;;;97,67;137,96;584026,33;14607,48;338117,24;231301,6;287125;87942723;;;4392;1177,6;38671;30115;8556;42,22;77,87;306
Salto de Pirapora;2008;19220,35;0,143915476;;;2948440;129570848;551;;;98,06;139,62;663594,09;10684,76;392066,95;260842,38;282797;84588817;1029;26,29;4902;1253,52;39136;30547;8589;44,58;78,05;408
Salto de Pirapora;2009;21374,65;0,124387962;;;1907908;121506596;560;;;98,42;141,16;752668,78;15922,29;437090,38;299656,1;297153;97703934;1011;25,55;4811;1387,12;39569;30985;8584;46,99;78,31;384
Salto de Pirapora;2010;22815,11;0,081364517;;;3742437;74453341;502;0,729;5,75;97,94;142,86;808543,35;8072,93;472632,19;327838,24;313297;105022824;1011;25,22;5253;1457,71;40087;31428;8659;49,58;78,4;354
Salto de Pirapora;2011;26058,71;0,154363791;;619998,95;3256170;133971939;611;;;98,57;144,38;938646,15;9641,1;557763,83;371241,22;299660;112307013;1011;24,95;5608;1681,78;40515;31776;8739;51,98;78,43;433
Salto de Pirapora;2012;27095,4;0,050869776;;;3620281;149387896;591;;;99,28;145,92;977139,96;15982,28;548979,41;412178,26;358299;;1018;24,86;5811;1802,79;40947;32128;8819;54,52;78,46;457
Salto de Pirapora;2013;30312;0,130653171;;;4660709;184736362;419;;;101,76;147,48;1099909,27;19228,33;593381,76;487299,19;365188;;1018;24,6;5929;1959,21;41384;32484;8900;57,13;78,49;410
Salto de Pirapora;2014;33079,29;0,102948771;;;2463433;220554622;470;;;103,02;149,05;1209877,44;15707,58;637317,5;556852,37;348339;;1026;24,53;6399;2117,26;41826;32844;8982;59,86;78,53;
Salto de Pirapora;2015;;;;;6041198;180600984;470;;;101,28;150,6;;;;;350918;;1026;24,27;6514;2235,48;42273;33208;9065;62,63;78,56;
Salto de Pirapora;2016;;;0;;;;0;;;99,46;151,96;;;;;;;921;21,59;;;42656;33523;9133;64,87;78,59;
Salto Grande;2000;;;;;;;0;0,623;5,82;;44,62;;;;;;18053002;;;860;514,38;8437;7381;1056;47,47;87,48;
Salto Grande;2001;;;;;;;91;;;;44,83;;;;;8726;18592110;;;967;544,69;8476;7424;1052;48,83;87,59;68
Salto Grande;2002;7977,3;;;;;;74;;;;45,12;64509,38;13147,33;22904,85;28457,21;8983;17332794;;;1125;629,67;8531;7479;1052;50,55;87,67;61
Salto Grande;2003;8455,14;0,06710608;;;;;142;;;;45,43;67758,15;14315,92;20115,08;33327,15;9504;13988848;;;1299;797,55;8589;7534;1055;51,95;87,72;89
Salto Grande;2004;9878,09;0,174550544;;;4860;;140;;;;45,67;79696,42;14452,49;27839,72;37404,21;9705;15222893;;;1286;814,99;8635;7589;1046;53,72;87,89;101
Salto Grande;2005;10537,46;0,071569231;;;;120467;98;;;;45,88;86217,22;15292,34;30915,61;40009,27;10098;16896319;;;1080;732,19;8674;7645;1029;55,38;88,14;115
Salto Grande;2006;10485,36;-0,001502813;;;6222;;94;;;;46,04;86760,19;18250,11;27096,15;41413,93;10535;18628482;;;1096;813,41;8704;7701;1003;57,29;88,48;
Salto Grande;2007;11734,58;0,120682867;;;;148601;133;;;86,78;46,1;97302,36;24047,37;24615,61;48639,38;11025;21941014;;;1144;909,37;8716;7758;958;59,26;89,01;61
Salto Grande;2008;12884,25;0,100239894;;;;;210;;;86,82;46,19;104551,37;20504,73;24579,24;59467,41;12638;22436816;34;3,89;1230;983,69;8734;7815;919;61,17;89,48;53
Salto Grande;2009;13077,7;0,018501206;;;;;154;;;92,38;46,35;107482,96;20343,92;27796,25;59342,79;12418;22387684;34;3,88;1240;1143,52;8764;7872;892;63,42;89,82;62
Salto Grande;2010;14493,01;0,110752009;;;;;165;0,704;7,27;93,68;46,62;121234,96;20736,44;36351,86;64146,66;13196;24109874;34;3,87;1229;1252,11;8784;7930;854;65,9;90,28;83
Salto Grande;2011;15859,73;0,097914782;;;634;227204;181;;;92,37;46,78;134883,01;22888,87;41985,13;70009,01;13234;23355825;34;3,86;1256;1402,3;8813;7976;837;68,1;90,5;76
Salto Grande;2012;18730,32;0,185018983;;;;40722;130;;;94,95;46,94;156112,39;22243,12;50056,7;83812,57;14101;;34;3,84;1342;1486,56;8843;8022;821;71,22;90,72;76
Salto Grande;2013;21239,22;0,137538847;;;;38560;116;;;96,31;47,09;175441,25;26036,74;46856,32;102548,19;14753;;34;3,83;1378;1652,32;8871;8066;805;73,95;90,93;75
Salto Grande;2014;21594,69;0,020060067;;;257592;79468;129;;;93,7;47,24;177918,25;25621,61;39117,34;113179,3;15963;;34;3,82;1364;1803,16;8900;8110;790;76,98;91,12;
Salto Grande;2015;;;;;;41858;167;;;95,12;47,41;;;;;15592;;34;3,81;1399;1963,06;8930;8154;776;80,03;91,31;
Salto Grande;2016;;;;;;;0;;;97,48;47,58;;;;;;;34;3,79;;;8962;8199;763;82,01;91,49;
Sandovalina;2000;;;;;;;0;0,646;2,92;;6,77;;;;;;21939741;;;508;625,37;3082;1746;1336;26,43;56,65;
Sandovalina;2001;;;;;;;58;;;;6,92;;;;;2620;24209120;;;491;650,01;3150;1819;1331;27,39;57,75;40
Sandovalina;2002;31694,12;;;;;;60;;;;7,06;101215,72;10039,31;78356,62;12819,79;2803;19457620;;;485;648,46;3214;1891;1323;28,79;58,84;41
Sandovalina;2003;33191,06;0,066780903;;;;;54;;;;7,19;107845,72;17125,57;75374,44;15345,71;3046;16753110;;;513;643,2;3274;1966;1308;30,25;60,05;56
Sandovalina;2004;38641,61;0,185553127;;;;120120;65;;;;7,32;128052,03;24780,43;85958,88;17312,72;3446;17888264;;;537;705,22;3334;2044;1290;31,6;61,31;37
Sandovalina;2005;39098,74;0,030949663;;;7584;;55;;;;7,46;131988,92;13959,41;100053,84;17975,67;4282;25250277;;;317;801,89;3397;2125;1272;33,05;62,56;43
Sandovalina;2006;36669,24;-0,044744023;;;8910;;42;;;;7,6;125628,55;19010,38;87164,1;19454,07;4794;20940634;;;562;764,97;3460;2209;1251;34,49;63,84;
Sandovalina;2007;39547,34;0,09874879;;;;;49;;;103,56;7,74;137357,98;26421,85;88033,6;22902,54;4816;22410481;;;559;885,75;3525;2296;1229;36;65,13;35
Sandovalina;2008;39207,22;0,008555756;;;;;49;;;105,74;7,87;138071,03;31975,81;79700,7;26394,53;4884;23740008;;;670;952,18;3586;2387;1199;37,63;66,56;54
Sandovalina;2009;59696,19;0,54593402;;;;;58;;;99,16;8;214328,51;49176,21;131257,95;33894,34;5420;22096131;;;625;1140,3;3641;2481;1160;39,08;68,14;50
Sandovalina;2010;64642,79;0,098328053;;;13876;;45;0,709;5,6;96,64;8,11;234237,12;37922,29;155814,75;40500,09;5111;25497298;;;631;1293,96;3693;2577;1116;41,26;69,78;45
Sandovalina;2011;72458,24;0,136685215;;;;;47;;;96,38;8,23;266110,59;62095,92;156546,36;47468,32;5079;28104425;;;1962;1799,99;3745;2657;1088;42,93;70,95;45
Sandovalina;2012;81594,23;0,141722182;;584159,51;;;48;;;93,26;8,34;304869,68;61834,42;190413,85;52621,42;5756;;;;2364;2080,68;3797;2737;1060;44,76;72,08;54
Sandovalina;2013;83092,97;0,032851238;;;;;57;;;99,64;8,46;313286,39;57351,28;191401,81;64533,3;5759;;;;2002;2409,43;3851;2819;1032;46,92;73,2;64
Sandovalina;2014;71724,76;-0,124709304;;;;;36;;;100;8,58;272797,83;63122,06;136800,61;72875,16;6519;;;;2338;2342,66;3905;2900;1005;49,09;74,26;
Sandovalina;2015;;;;;;;54;;;99,62;8,69;;;;;6919;;;;2164;2530,32;3960;2983;977;51,21;75,33;
Sandovalina;2016;;;;;;;0;;;97,52;8,79;;;;;;;;;;;4009;3060;949;53,09;76,33;
Santa Adélia;2000;;;;;;;0;0,643;4,45;;40,61;;;;;;30264958;;;1201;479,34;13441;12063;1378;47,82;89,75;
Santa Adélia;2001;;;;;;;57;;;;40,97;;;;;16902;25295009;;;1445;472,54;13561;12200;1361;49,59;89,96;142
Santa Adélia;2002;7711,98;;;;;;59;;;;41,27;100958,65;38653,01;6744,03;55561,61;17257;25733993;;;1445;524,85;13660;12343;1317;51,19;90,36;169
Santa Adélia;2003;8324,42;0,085973381;;;;;71;;;;41,52;105067,22;40340,06;6521,66;58205,5;16806;22398604;;;1405;584,3;13743;12488;1255;53,01;90,87;180
Santa Adélia;2004;7809,63;-0,055356196;;;;;86;;;;41,8;102803,69;33379,68;5224;64200,01;18358;23464344;;;2122;886,11;13838;12635;1203;54,9;91,31;209
Santa Adélia;2005;8997,73;0,160209258;;;;;64;;;;42,1;121073,11;44437,08;6409,55;70226,49;19435;...;;;2118;923,37;13935;12783;1152;56,82;91,73;176
Santa Adélia;2006;8536;-0,044645456;;;14222220;;68;;;;42,39;114092,14;36979,28;6042,26;71070,59;19569;28361387;;;2249;1174,72;14033;12933;1100;58,92;92,16;
Santa Adélia;2007;9968,76;0,17542306;;;20405297;;63;;;96,17;42,67;132918,23;46152,84;6278,65;80486,74;20346;31149716;;;2176;1227,14;14124;13085;1039;60,93;92,64;149
Santa Adélia;2008;9868,64;-0,004366231;;;15335496;;71;;;95,84;42,91;133442,32;40774,61;6169,65;86498,07;21137;34072407;31;2,18;2701;1359,07;14205;13239;966;63,09;93,2;142
Santa Adélia;2009;13862,16;0,410898047;;;14506400;;61;;;95,12;43,1;191521,27;76315,56;8780,35;106425,37;20441;35416087;31;2,17;2802;1443,53;14268;13395;873;65,37;93,88;135
Santa Adélia;2010;14462,84;0,047499977;;;7619253;;42;0,76;8,03;95,86;43,29;198012,93;74759,88;9597,48;113655,58;21899;42406891;31;2,16;3005;1605,46;14325;13552;773;67,36;94,6;165
Santa Adélia;2011;15041,3;0,044424765;;;668601;;74;;;95,59;43,48;205700,18;70192,44;9922,09;125585,65;22295;40693965;31;2,15;3983;1961,68;14386;13610;776;70,31;94,61;170
Santa Adélia;2012;15931,77;0,06369313;;;19520;;71;;;93,83;43,66;219913,51;69528,9;10579,19;139805,41;23200;;31;2,15;5020;2122,63;14447;13668;779;73,44;94,61;136
Santa Adélia;2013;17724,17;0,117201969;;509967,92;;6806;98;;;97,23;43,84;244375,53;70617,98;11098,78;162658,77;23519;;31;2,14;4634;2294,37;14508;13726;782;76,54;94,61;172
Santa Adélia;2014;17848,28;0,011305845;;;;18090;105;;;98,95;44,03;248021,45;57276,1;11441,05;179304,3;26879;;31;2,13;4557;2454,39;14570;13784;786;79,97;94,61;
Santa Adélia;2015;;;;;42319;13663;84;;;91,28;44,3;;;;;25327;;23;1,57;4572;2575,7;14631;13842;789;83,51;94,61;
Santa Adélia;2016;;;;;;;0;;;96,12;44,46;;;;;;;24;1,63;;;14683;13891;792;86,61;94,61;
Santa Albertina;2000;;;;;;;0;0,657;5,27;;20,38;;;;;;14635536;;;316;519,62;5589;4435;1154;71,88;79,35;
Santa Albertina;2001;;;;;;;23;;;;20,5;;;;;6181;13940507;;;366;542,05;5622;4474;1148;75;79,58;48
Santa Albertina;2002;5423,75;;;;;;13;;;;20,57;29061,43;7980,24;1987,37;19093,82;6211;14679239;;;387;600,44;5643;4518;1125;77,98;80,06;67
Santa Albertina;2003;5895,86;0,089742245;;;;;26;;;;20,62;31681;8868,74;3029,6;19782,66;6413;11811724;;;387;666,89;5657;4563;1094;81,08;80,66;60
Santa Albertina;2004;6063,2;0,031473144;;;;;22;;;;20,69;32624,52;8697,79;3567,23;20359,51;6777;12360451;;;439;717,56;5674;4608;1066;84,12;81,21;55
Santa Albertina;2005;6653,81;0,099150064;;;;;29;;;;20,72;36063,36;8228,23;4530,34;23304,79;6861;12923685;;;497;792,29;5683;4654;1029;88,01;81,89;64
Santa Albertina;2006;7135,88;0,074147622;;;;;18;;;;20,75;38921,44;10161,85;3805,01;24954,58;6624;15074270;;;497;912,24;5692;4700;992;92,21;82,57;
Santa Albertina;2007;8128,64;0,140323078;;;;;29;;;77,92;20,77;44207,97;9967,17;4216,46;30024,34;6369;17285716;;;484;1021,37;5698;4747;951;96,38;83,31;40
Santa Albertina;2008;8563,95;0,05540194;;;;;13;;;81,75;20,81;46213,55;9938,66;3901,67;32373,22;7130;20062415;;;565;1146,58;5708;4794;914;100,39;83,99;58
Santa Albertina;2009;10394,41;0,214803423;;;;;25;;;93,18;20,83;56800,3;14731,87;5788,89;36279,55;7933;19127791;;;927;1378,08;5713;4842;871;105,54;84,75;64
Santa Albertina;2010;17256,39;0,662775671;;;;;17;0,728;6,98;92,31;20,98;90704,91;14059,59;29086,7;47558,63;8407;21902233;;;863;1503,68;5722;4890;832;109,54;85,46;48
Santa Albertina;2011;18586,7;0,076526235;;;;;17;;;95,89;20,97;97448,29;11363,25;34106,63;51978,41;8857;21116731;;;1437;1899,38;5719;4914;805;114,57;85,92;52
Santa Albertina;2012;17432,17;-0,062771667;;;;;35;;;99,16;20,95;92613,66;12495,65;27911,38;52206,64;9356;;;;2069;2212,72;5715;4936;779;119,41;86,37;62
Santa Albertina;2013;24324,73;0,394416213;;249600;;;25;;;96,37;20,94;126888,64;12890,26;44796;69202,38;10156;;;;1930;2411,14;5711;4956;755;124,97;86,78;47
Santa Albertina;2014;27157,84;0,115688607;;;;;16;;;98,94;20,92;142876,43;19735,43;46489,36;76651,64;10833;;;;1979;2585,81;5707;4975;732;130,43;87,17;
Santa Albertina;2015;;;;;;;28;;;97,64;20,93;;;;;10756;;;;2175;2755,34;5704;4994;710;136,71;87,55;
Santa Albertina;2016;;;;;;;0;;;110,95;20,91;;;;;;;;;;;5698;5009;689;142,62;87,91;
Santa Bárbara d'Oeste;2000;;;;;;;0;0,688;4,24;;625,5;;;;;;221697921;;;22210;718,5;169818;167660;2158;29,74;98,73;
Santa Bárbara d'Oeste;2001;;;;;;;2837;;;;629,82;;;;;352401;272589926;;;23281;747,18;170990;168386;2604;31,6;98,48;2059
Santa Bárbara d'Oeste;2002;7637,95;;;;;;2665;;;;633,86;1113672,46;23881,5;420152,67;669638,29;381207;181720062;;;25317;821,13;172088;169482;2606;33,59;98,49;2003
Santa Bárbara d'Oeste;2003;9096,96;0,198406384;;;30437255;;3288;;;;637,8;1335147,67;25369,35;553189,21;756589,11;421041;232524190;;;26225;987,99;173155;170585;2570;35,73;98,52;1991
Santa Bárbara d'Oeste;2004;10492,07;0,160500488;;;41657684;52918298;2952;;;;641,74;1540479,21;22858,06;669474,89;848146,26;475939;241751682;;;29876;988,09;174227;171695;2532;38;98,55;2014
Santa Bárbara d'Oeste;2005;11785,15;0,130231643;;;48663055;45519635;2834;;;;645,74;1758608,3;21234,91;772817,79;964555,6;633879;288097346;;;31362;1039,73;175311;172813;2498;40,43;98,58;1851
Santa Bárbara d'Oeste;2006;12801,85;0,092521544;;;57372705;56575809;2733;;;;649,45;1926541,02;25333,44;812689,21;1088518,37;520439;...;;;34003;1146,41;176320;173938;2382;43,01;98,65;
Santa Bárbara d'Oeste;2007;14652,58;0,150292748;;;72363129;79715880;2345;;;89,05;652,7;2225489,26;28226,1;941333,99;1255929,17;559563;355237562;;;36261;1250,84;177202;175070;2132;45,78;98,8;1597
Santa Bárbara d'Oeste;2008;16148,88;0,107454747;;;65577785;102370237;2496;;;88,67;655,86;2433116,52;18806,45;1023404,71;1390905,35;595753;382387682;127;0,71;39437;1308,39;178060;176210;1850;48,73;98,96;1653
Santa Bárbara d'Oeste;2009;16602,3;0,033303249;;;26199524;59188534;2695;;;94,51;659,2;2549743,09;30370,62;998036,23;1521336,25;575299;392371020;126;0,7;39646;1446,68;178965;177357;1608;51,88;99,1;1788
Santa Bárbara d'Oeste;2010;19316,42;0,169712654;;60333322,86;27657520;109197070;3058;0,781;8,01;93,69;664,17;2952998,98;25366,69;1218231,53;1709400,77;631132;401906396;126;0,7;43024;1623,76;179924;178512;1412;55,26;99,22;1879
Santa Bárbara d'Oeste;2011;22561,74;0,174123546;;2366439,92;44025184;164836032;3311;;;94,81;667,65;3488056,26;23713,41;1493902,72;1970440,13;662346;435095853;126;0,7;45352;1699,68;180866;179446;1420;58,71;99,21;1674
Santa Bárbara d'Oeste;2012;23998,2;0,069231411;;203224;46524082;157991543;3572;;;95,58;671,14;3729720,65;23692,24;1493023,96;2213004,45;676956;;136;0,75;44936;1917,42;181812;180385;1427;62,37;99,22;1861
Santa Bárbara d'Oeste;2013;27690,25;0,159888723;;3050077,08;70886971;311502165;3166;;;95,72;674,65;4294508,46;29421,23;1684803,75;2580283,47;724372;;166;0,91;47595;2074,62;182764;181329;1435;66,27;99,21;1531
Santa Bárbara d'Oeste;2014;28318,79;0,028048771;;10037340,98;117543350;256889903;3008;;;95,84;678,18;4472677,6;21928,08;1615396,41;2835353,11;718245;;159;0,87;48333;2270,58;183720;182278;1442;70,41;99,22;
Santa Bárbara d'Oeste;2015;;;;;45182445;217034002;3227;;;96,21;681,41;;;;;662774;;149;0,81;45816;2410,93;184682;183232;1450;74,81;99,21;
Santa Bárbara d'Oeste;2016;;;;;;;0;;;95,47;684,38;;;;;;;146;0,79;;;185487;184031;1456;79,13;99,22;
Santa Branca;2000;;;;;;;0;0,657;4,53;;47,21;;;;;;38128051;;;1220;480,67;12982;11696;1286;35,08;90,09;
Santa Branca;2001;;;;;;;156;;;;47,53;;;;;22755;35995652;;;1362;524,84;13071;11821;1250;36,98;90,44;172
Santa Branca;2002;9244,92;;;;;;184;;;;47,91;109879,44;17863,31;41964,73;50051,4;21699;31251873;;;1910;661,62;13176;11855;1321;38,97;89,97;224
Santa Branca;2003;10561,29;0,150278095;;;7932;;221;;;;48,24;126581,39;25260,01;49547,73;51773,65;21447;27262745;;;1931;687,15;13267;11890;1377;41,09;89,62;174
Santa Branca;2004;9855,7;-0,060690008;;;14951;130420;174;;;;48,56;117593,83;3979,4;57902,4;55712,03;22291;29850296;;;2229;696,4;13354;11925;1429;43,27;89,3;158
Santa Branca;2005;10750,57;0,097985943;;;49532;221451;181;;;;48,88;128103,41;3808,5;67650,47;56644,44;23527;32539482;;;2006;921,51;13442;11960;1482;45,72;88,97;189
Santa Branca;2006;15334,34;0,434439459;;;92483;259468;169;;;;49,16;183187,08;14123,53;95454,07;73609,48;25998;33196397;;;2051;981,6;13518;11995;1523;48,2;88,73;
Santa Branca;2007;15862,64;0,039502644;;;1934329;1660256;164;;;96,76;49,4;198039,47;8938,48;107456,08;81644,92;28014;34474283;;;2432;1049,75;13584;12030;1554;50,72;88,56;150
Santa Branca;2008;17570,65;0,111915147;;;3184592;3333629;162;;;96,52;49,59;219131,08;4331,1;116843,36;97956,62;29871;35586256;40;2,93;2285;1142,63;13636;12065;1571;53,47;88,48;127
Santa Branca;2009;14046,16;-0,197834223;;;1534328;3754692;138;;;96,93;49,76;178314,34;10500,25;79074,79;88739,31;28680;37779166;40;2,92;1959;1212,08;13683;12100;1583;56,32;88,43;154
Santa Branca;2010;15355,63;0,099138083;;;3943135;1075543;128;0,735;7,48;95,67;50,53;194172,55;5371,99;92880,53;95920,04;30200;40125712;;;2251;1370,72;13757;12135;1622;59,62;88,21;165
Santa Branca;2011;17966,49;0,173853581;;;4489796;1732934;166;;;95,91;50,7;228646,09;9351,58;110623,91;108670,6;31481;39820920;;;2354;1480;13802;12174;1628;62,89;88,2;119
Santa Branca;2012;14554,31;-0,187395208;;73545;3553248;1916119;174;;;95,95;50,86;187414,9;7058,73;71173,37;109182,79;25266;;;;2267;1597,83;13845;12212;1633;66,38;88,21;122
Santa Branca;2013;17370,39;0,197367075;;;2661289;4367280;134;;;96,71;51,02;222567,47;4142,82;91325,65;127099;28806;;;;3004;1701,03;13890;12252;1638;70,22;88,21;91
Santa Branca;2014;17335,09;0,001129128;;;1612752;2152047;129;;;96,15;51,18;223301,75;4947,6;82382,3;135971,84;29297;;;;2350;1802,7;13934;12291;1643;74,12;88,21;
Santa Branca;2015;;;;;1015864;895655;151;;;95,86;51,35;;;;;28018;;;;2528;1783,45;13979;12331;1648;78,39;88,21;
Santa Branca;2016;;;0;;;;0;;;98,68;51,5;;;;;;;;;;;14019;12366;1653;81,8;88,21;
Santa Clara d'Oeste;2000;;;;;;;0;0,608;3,5;;11,59;;;;;;9915624;;;230;556,49;2126;1466;660;59,93;68,96;
Santa Clara d'Oeste;2001;;;;;;;3;;;;11,62;;;;;1976;10457796;;;257;536,23;2132;1470;662;62,81;68,95;22
Santa Clara d'Oeste;2002;6846,34;;;;;;13;;;;11,61;14292,98;7519,62;748,68;6024,69;1951;9735415;;;288;554,2;2130;1481;649;65,11;69,53;9
Santa Clara d'Oeste;2003;8122,98;0,180899846;;;;;16;;;;11,56;16898,66;9457,15;865,82;6575,69;2057;8556187;;;262;676,86;2120;1492;628;68,08;70,38;16
Santa Clara d'Oeste;2004;7646,54;-0,059541064;;;;;10;;;;11,55;15895,48;8262,04;1088,83;6544,61;2141;...;;;261;727,44;2118;1503;615;70,95;70,96;18
Santa Clara d'Oeste;2005;8133,27;0,064155333;;;;;10;;;;11,55;17003,07;7732,41;1198,45;8072,21;2204;9506405;;;293;859,89;2119;1514;605;74,73;71,45;24
Santa Clara d'Oeste;2006;9728,34;0,1916011;;;;;13;;;;11,51;20170,05;9269,39;1648,69;9251,96;2340;11214014;;;292;1007,06;2111;1525;586;77,21;72,24;
Santa Clara d'Oeste;2007;10930,29;0,12035821;;;;;15;;;76,79;11,48;22398,87;8948,47;2631,58;10818,83;2729;11456766;;;313;1062,64;2105;1536;569;80,28;72,97;23
Santa Clara d'Oeste;2008;11555,43;0,058699763;;;;;17;;;81,75;11,49;23775,33;9870,92;1695,71;12208,71;2934;14482397;;;359;989,03;2108;1547;561;84,8;73,39;21
Santa Clara d'Oeste;2009;14845,19;0,281646712;;;;;15;;;96,39;11,47;30557,73;12854,15;3831,43;13872,16;2973;13101435;;;299;1096,95;2103;1558;545;88,4;74,08;29
Santa Clara d'Oeste;2010;15048,85;0,0045603;;;;;21;0,733;7,96;93,18;11,36;30800;15016,96;1142,87;14640,17;3591;14432018;;;378;1323,82;2084;1571;513;93,83;75,38;25
Santa Clara d'Oeste;2011;15907,57;0,054018566;;;;;16;;;93,6;11,33;32513,2;14933,11;1271,08;16309,02;3981;14258243;;;419;1361,7;2078;1578;500;98,4;75,94;17
Santa Clara d'Oeste;2012;19316,34;0,210195266;;;;;19;;;91,63;11,29;39243,76;17494,19;1643,78;20105,78;5830;;;;651;1409,26;2071;1584;487;103,85;76,48;37
Santa Clara d'Oeste;2013;22556,84;0,16494022;;;;;13;;;96,49;11,26;45932,29;20486,57;1811,43;23634,3;6952;;;;731;1596,58;2066;1592;474;109,63;77,06;28
Santa Clara d'Oeste;2014;21190,93;-0,063736819;;;;;10;;;103,69;11,22;42812,47;15357,39;1817,49;25637,6;8127;;;;750;1856,49;2059;1597;462;116,37;77,56;
Santa Clara d'Oeste;2015;;;;;;;21;;;101,93;11,19;;;;;7717;;;;494;1976,8;2053;1603;450;123,12;78,08;
Santa Clara d'Oeste;2016;;;;;;;0;;;107,96;11,14;;;;;;;;;;;2044;1607;437;127,61;78,62;
Santa Cruz da Conceição;2000;;;;;;;0;0,691;6,11;;23,59;;;;;;11722094;;;902;347,55;3525;1931;1594;49,17;54,78;
Santa Cruz da Conceição;2001;;;;;;;99;;;;23,93;;;;;12711;12574488;;;1938;296,87;3576;1990;1586;51,33;55,65;54
Santa Cruz da Conceição;2002;22265,61;;;;;;70;;;;24,27;76842,45;39540,88;11750,61;25550,95;12913;13377462;;;3405;352,2;3626;2059;1567;53,79;56,78;59
Santa Cruz da Conceição;2003;15683,97;-0,286466357;;;;;106;;;;24,58;53074,31;19123,78;8961,89;24988,65;13160;10900090;;;3750;373,46;3673;2130;1543;56,64;57,99;54
Santa Cruz da Conceição;2004;15928,35;0,028024096;;;;520192;140;;;;24,88;53654,88;16077,59;10435,79;27141,5;15988;...;;;4204;528,02;3718;2204;1514;59,5;59,28;51
Santa Cruz da Conceição;2005;15698,82;-0,001685703;;;;3463;140;;;;25,2;54592,89;16540,24;10034,49;28018,17;17618;...;;;1509;514,3;3766;2281;1485;62,49;60,57;61
Santa Cruz da Conceição;2006;17482,05;0,12867037;;;;;156;;;;25,54;61688,42;19910,05;10765,87;31012,5;18505;...;;;924;689,53;3817;2360;1457;65,47;61,83;
Santa Cruz da Conceição;2007;18955,82;0,099073431;;;;;109;;;95,83;25,89;67748,21;22181,37;11183,79;34383,05;19302;16515075;;;981;807,56;3869;2442;1427;68,54;63,12;39
Santa Cruz da Conceição;2008;20640,66;0,10182866;;;;819436;65;;;110,46;26,2;74953,16;23078,75;15224,67;36649,74;21497;17400819;;;1460;781,74;3915;2527;1388;71,89;64,55;49
Santa Cruz da Conceição;2009;27392,44;0,340330892;;;;;92;;;104,84;26,46;103681,67;49809,91;14676,89;39194,87;23157;16967181;;;1082;966,79;3954;2615;1339;75,33;66,14;41
Santa Cruz da Conceição;2010;23659,66;-0,126658739;;;;5305;80;0,79;11,03;100,76;26,63;88468,09;26654,32;19457,55;42356,22;25289;20316592;;;1298;1084,75;3998;2705;1293;79,21;67,66;46
Santa Cruz da Conceição;2011;26453,68;0,128159843;;;;;68;;;100,39;26,87;99303,26;24534,52;27214,45;47554,3;23970;19199888;;;1463;1216,93;4034;2777;1257;83,8;68,84;45
Santa Cruz da Conceição;2012;28747,1;0,096124;;;;741352;72;;;103,46;27,1;107820,15;23805,33;27688,42;56326,4;26215;;;;1295;1329;4069;2848;1221;88,6;69,99;51
Santa Cruz da Conceição;2013;29515,87;0,036078827;;;;378721;70;;;112,11;27,35;111751,09;19575,28;24740,69;67435,13;34217;;;;1435;1547,41;4106;2920;1186;93,67;71,12;32
